0.0994331,97.6672,39,52.6383;
0.67508,43.6816,103,34.813;
36.7577,44.9708,1942,35.3234;
2.43065,43.8083,260,38.2163;
0.0620442,114.622,29,47.9686;
0.00108082,4063.87,5,39.744;
2.39811,39.3758,276,34.705;
1.15707,47.9563,200,36.4857;
0.104114,62.6286,46,40.5233;
0.530757,46.8517,117,35.9417;
0.00111504,2055.42,5,42.815;
0.0223571,120.202,20,47.8026;
0.057121,56.4393,25,39.8785;
0.032221,40.4223,21,34.1966;
0.00215864,8145.31,6,47.8934;
0.00954304,2062.99,12,37.0242;
0.103346,112.548,42,63.3342;
0.0239132,2066.07,19,48.1055;
0.0932995,106.891,40,54.2045;
0.0170244,48.8458,14,33.8787;
1.94908,46.4145,228,36.0085;
0.0248841,14081.7,16,43.6425;
0.00720987,24094.2,13,52.1115;
0.144578,62.2376,53,41.4636;
0.196724,53.4044,61,40.9496;
7.4207,42.0546,606,35.8843;
0.012506,6073.68,10,39.4588;
0.00244354,10139.3,6,65.1369;
3.02133,46.5453,367,37.6088;
0.0111895,8069.74,12,37.6645;
0.0159025,2049.1,10,35.7295;
0.194547,43.526,58,35.8738;
0.11227,88.3127,42,44.6952;
0.00914404,6100.25,12,51.0175;
0.00706241,89.6506,9,37.3711;
0.0720451,50.7483,39,37.344;
2.3544,45.4913,60,33.2174;
0.0722748,46.8157,36,35.1889;
18.8941,47.5304,1164,39.2386;
0.139391,48.6344,51,38.6545;
0.183787,56.8073,61,41.7857;
0.180371,45.3173,62,35.9472;
