0.0910637,44.4853,41,35.8154;
0.100265,44.483,43,36.5041;
0.380871,44.3929,91,36.3277;
0.873608,39.959,154,36.9887;
2.04949,37.982,268,35.0085;
4.23569,37.6851,431,34.939;
4.49238,37.5008,449,34.7507;
5.3073,37.4853,500,34.735;
7.39457,37.4797,627,34.7337;
20.6061,37.1949,1287,35.2155;
38.117,36.9378,1962,35.3111;

4.52182,42.9078,417,37.7297;
5.21632,42.4597,464,37.2361;
7.58189,41.6888,622,38.8044;
7.82446,41.1265,635,35.933;
10.2679,39.6,776,35.8473;
11.5822,39.4437,850,34.98;
13.1742,38.7532,944,35.9816;
13.5587,38.4946,967,34.3782;
14.7874,37.1642,1035,35.2473;
15.7756,36.9836,1081,35.112;
16.9699,36.8643,1152,34.8758;
20.0475,36.6287,1308,34.591;

0.465082,42.7698,92,37.4042;
0.567271,42.6204,111,37.3999;
0.635442,42.5567,120,37.2349;
2.04406,40.8881,277,35.979;
19.2955,39.9078,1411,37.2415;
23.9806,39.6387,1662,37.1862;
27.8173,39.1371,1846,36.8602;
36.3921,38.7471,2228,36.3562;

0.594509,36.308,100,33.775;
0.994702,35.7167,144,32.2925;
1.19252,35.6673,163,33.3584;
1.8346,34.9824,215,33.3702;
17.142,34.9322,1130,33.1585;
19.9123,34.9259,1272,33.2981;

0.0296769,37.9706,21,32.6733;
0.141952,37.7953,52,32.4786;
0.143926,37.7898,53,32.4723;
0.265646,37.7869,75,32.4693;

0.00233974,6058.32,6,41.867;
0.0079694,6054.63,10,42.4526;
0.018224,4063.24,16,42.2952;
0.0557006,64.9087,30,42.1831;
0.059679,56.6673,31,39.0792;
0.152826,56.1219,51,38.9127;
0.160584,50.0781,53,37.0681;
0.465108,41.3815,96,36.8558;
0.469026,39.8621,97,36.5491;
2.19257,39.0941,241,35.8624;
2.19504,38.9295,242,35.7676;
2.19797,38.8287,243,35.6427;
2.2006,38.8246,244,35.644;
2.22748,38.7596,246,35.5819;
2.27181,38.7422,251,35.5673;
2.33732,38.7404,259,35.5555;
2.5044,38.731,274,35.5571;
2.53922,38.6707,280,35.4959;
2.55106,38.5645,282,35.4543;
4.13878,38.5035,419,35.39;


0.00308801,37.9687,7,33.8935;
0.154391,36.8285,50,32.6735;

0.156674,61.658,54,48.595;
0.249011,47.3852,73,36.3208;
0.322993,41.8588,84,34.7146;
1.94075,36.3141,264,32.0057;


0.386753,40.3375,89,32.8288;
0.508361,39.746,110,35.5512;
0.630059,39.347,131,35.1511;
3.22473,39.3394,411,35.1514;
20.3367,39.1639,1425,37.5512;
27.0146,38.3301,1730,37.07;

0.0223914,101.695,12,50.6266;
0.0318034,71.9471,16,47.7888;
0.162369,50.89,64,43.7517;
0.64796,38.9038,140,34.6055;
1.01137,38.6464,185,33.7685;
1.28276,37.5349,216,34.3278;
3.82106,36.9209,426,34.4721;
50.4575,36.7076,2450,34.8701;

0.0231434,8058.87,11,44.9369;
0.0247042,8058.34,12,44.4193;
0.0460877,4061.41,20,38.6234;
0.0534181,2040.49,23,36.355;
0.0703188,41.0399,30,36.5609;
0.0764492,37.3005,32,33.5011;
0.239985,36.7139,69,32.9963;
0.412331,36.0612,101,32.051;




0.000976017,2038.9,4,32.1361;
0.00940667,39.1319,11,33.6921;
0.0938653,36.3479,36,31.8147;

0.00279206,8070,5,43.3472;
0.00439149,6074.58,6,46.6541;
0.00542146,70.3011,7,44.1792;
0.00836327,52.0309,8,43.1183;
0.132863,50.6372,47,41.6868;
0.261094,48.2803,71,41.389;
0.325217,48.2702,81,39.7957;
0.351036,41.4743,86,38.2867;
2.04964,39.5933,249,35.8074;
7.81791,39.0724,629,36.6606;
12.5211,39.0091,891,36.8788;
19.3737,38.9983,1228,36.8825;
19.4465,38.8375,1233,36.7358;
19.4963,38.7326,1237,36.6411;
19.7198,38.6181,1252,35.5642;
38.2492,38.1671,2056,35.9638;
43.6735,38.048,2227,35.719;

0.011348,6151.28,7,48.958;
0.0176084,6151.13,11,48.882;
0.0634393,64.9377,33,42.6675;
0.189128,54.4319,64,41.8927;
0.215615,44.5315,70,38.0466;
0.733181,44.4463,149,38.2271;
0.9057,43.5693,170,37.3558;
1.49538,41.5535,235,36.478;
20.6527,40.3761,1366,38.4573;
28.6962,39.5218,1731,37.1172;
48.5261,38.4035,2466,36.6182;

0.352125,49.6194,78,36.252;
0.463084,46.0577,90,36.7554;
0.48348,46.0214,93,36.6664;
0.485639,46.0028,94,36.6119;
0.524911,45.9786,100,36.5937;
0.560746,41.9631,108,36.7132;
0.649801,39.797,119,35.788;
0.743747,37.9638,133,34.3928;
0.875334,37.9258,153,34.1624;
0.879622,37.8899,154,34.1045;
0.921288,37.8561,160,34.0902;
1.65026,37.8321,247,34.0644;
2.02093,37.7469,289,34.1145;
2.64466,36.7211,340,32.7258;
27.4082,36.4024,1632,34.2205;

0.212708,47.9534,62,37.251;
0.239447,47.5885,67,37.1658;
0.261144,47.5871,71,37.1351;
0.599338,43.2357,120,38.1037;
0.736898,42.6572,139,34.5189;
0.796432,42.2964,148,34.7658;
0.810169,42.223,149,34.6674;
0.90105,40.9034,160,36.1681;
8.41182,40.4798,684,36.396;
8.82461,37.8368,702,34.6396;

0.00576156,10116.2,9,48.7004;
0.015935,10116.2,19,48.663;
0.0320733,6138.5,26,60.3209;
0.0428979,6089.26,30,54.4692;
0.0524598,6070.43,34,44.9336;
0.0587393,4075.04,35,48.0058;
0.10932,81.1783,52,56.7251;
0.130082,60.6157,57,55.264;
0.192332,58.6625,68,51.964;
0.225167,56.7599,75,52.8717;
0.305888,52.5003,88,38.8115;
0.376757,51.6466,100,37.5088;
0.433706,51.5791,109,37.2145;
0.477606,42.8215,115,35.7813;
0.895815,41.8231,168,37.8242;
4.49909,39.155,486,37.0239;
8.20978,38.4623,718,36.7253;
12.7278,37.6683,966,35.8517;

0.085378,66.5604,32,45.2944;
0.113688,38.721,41,33.5113;
2.06674,38.4729,281,35.4469;
2.99663,38.4665,357,35.4405;
3.54551,38.4424,398,35.4164;
9.15944,38.2574,748,35.893;
10.7274,38.1624,834,34.863;
21.9293,37.6055,1382,35.7732;


0.312613,41.7846,82,35.9306;
0.335207,40.3617,85,34.9065;
0.354006,40.3457,88,34.8522;
0.435716,40.3271,100,34.8069;
0.954538,40.3211,168,34.8144;
5.84377,38.2569,500,34.8522;
8.60432,38.07,643,35.8761;
9.68865,37.4202,695,35.2628;
13.3555,36.108,852,34.1302;

0.0162594,2063.17,16,39.8222;
0.0177023,2063.14,17,39.7683;
0.04685,2058.13,27,40.2225;
0.0523148,2057.38,29,39.4966;
0.0696025,53.9647,35,38.0291;
0.141321,43.3984,51,37.3111;
0.167541,43.3981,57,37.3086;
6.47039,42.0393,646,37.0605;
6.64304,40.4602,659,37.3385;
7.34108,40.1367,705,37.102;
17.6771,40.1205,1303,36.9481;
19.9247,40.1124,1423,36.9486;
20.8006,39.2778,1468,36.3414;
32.1195,38.9646,1977,36.4939;
38.3851,38.9392,2224,36.0625;
39.6364,38.135,2275,36.3221;

0.0785159,63.9736,33,54.7238;
0.119935,63.2388,45,53.9891;
0.194261,60.2257,59,44.7012;
0.226086,59.2546,67,43.6971;
0.277241,56.783,76,41.4816;
0.31798,34.8661,82,30.955;


0.0589502,81.0306,26,46.6842;
0.138015,80.0582,48,45.8225;
0.198135,77.3776,59,48.742;
0.270967,76.6713,73,48.2863;
0.34494,55.0745,85,45.808;
0.35947,50.4587,88,43.0635;
0.629363,39.8763,120,35.7296;
0.982855,37.9979,157,33.7829;
1.08008,37.602,167,33.8296;
3.21118,37.4355,352,33.7224;

0.019692,2052.65,15,45.8649;
0.0206518,2052.63,16,45.8273;
0.045096,2051.88,28,45.3671;
0.0681806,2046,34,41.0328;
0.0973482,78.1504,44,48.0182;
0.112423,77.9455,48,47.7815;
0.127089,73.9824,51,56.806;
0.184063,60.8722,62,45.8662;
0.245747,56.4564,77,43.782;
0.370748,50.7778,102,39.1071;
0.526123,48.8306,135,37.8454;
1.00803,48.3329,199,40.9848;
1.03867,48.2769,203,40.936;
1.11939,48.231,212,40.7786;
1.15831,40.5948,216,37.9493;
1.40154,40.5556,242,37.9206;
1.77418,40.5372,278,38.0043;
2.29732,40.2401,326,38.5534;
2.86874,40.2203,374,38.4294;
6.83006,40.0762,654,37.516;
9.44736,40.0722,801,37.4314;
16.1692,40.0305,1128,37.1333;
20.7224,39.4152,1327,36.9596;

0.0904075,44.1757,32,37.5669;
1.41314,44.1017,235,38.778;
1.42965,43.6498,237,37.9774;
2.59048,43.2872,345,39.0295;
3.65117,42.8251,432,38.1178;
4.16032,42.4112,469,38.4955;
4.44886,42.3695,490,38.4638;
5.66112,42.0233,580,37.978;
5.74113,41.1044,586,37.5684;
6.20041,39.17,620,36.485;
11.4796,38.7802,933,36.3827;
22.3464,38.3029,1465,35.555;

0.95733,46.6172,141,39.4241;
0.987694,46.0017,145,38.6966;
1.01341,41.2391,147,36.6294;
1.01963,41.1393,149,36.5102;
1.02253,40.8203,150,36.3359;
1.07688,40.7636,158,36.2319;
1.15535,39.1985,169,35.3538;
1.19116,38.5865,171,34.9563;
1.56161,38.55,209,34.9321;
3.02079,38.3628,359,34.7848;
5.97428,37.0314,584,34.4858;
7.31096,36.7923,679,34.7129;

0.00740723,98.5262,10,37.9374;
0.0472326,70.1955,28,42.3297;
0.0716285,60.8594,37,41.6198;
0.17275,57.6957,60,38.9534;
0.192784,51.0554,63,39.8133;
0.352062,48.9074,91,37.934;
0.384281,47.6221,97,37.4755;
0.542721,46.0214,119,37.2336;
0.596521,43.4682,125,38.4881;
4.01704,40.0883,414,35.0084;
10.6919,38.8259,794,35.8569;
14.9147,38.7997,991,35.8314;
21.4984,38.7017,1305,35.3655;
21.7244,38.5183,1316,35.4457;
23.1255,37.5862,1394,35.2613;

0.221216,49.5162,62,38.3588;
0.22415,49.173,64,38.3909;
0.264888,48.5008,74,37.6043;
0.320293,43.9908,83,33.899;
0.33171,41.062,85,33.3862;
0.354853,34.7214,88,31.6785;
1.253,34.7088,222,31.6719;
1.49278,34.6925,252,31.6623;
1.69722,34.6643,275,31.646;

1.07561,61.3166,127,41.2652;
1.17452,57.0485,139,41.7167;
1.36513,56.9002,171,41.551;
1.37727,34.4434,172,31.9134;
1.73538,34.4233,206,31.8977;
