27.0869,37.6883,1537,35.2393;
8.29338,39.0015,738,34.8206;
17.0359,38.1196,1191,33.6084;
29.2416,36.803,1663,33.8333;
6.28687,37.1202,571,33.0034;
20.5653,37.7568,1349,35.1611;
8.15692,37.3079,653,33.7775;
43.3147,39.3829,2214,31.3916;
10.7554,38.9957,807,34.7419;
0.59485,37.9696,133,32.6007;
2.56962,38.0856,359,30.8043;
2.59646,37.8852,323,33.5917;
11.1917,38.0073,952,33.4939;
10.4784,39.7675,804,34.8697;
4.54695,40.1084,453,36.5093;
43.0953,40.258,2083,35.0156;
10.1541,38.6524,852,34.2125;
43.6763,39.2995,2226,35.6323;
5.39968,37.3711,539,34.3414;
14.1602,39.4512,1021,35.0296;
20.7564,37.9397,1389,34.3658;
18.5877,37.7149,1303,33.198;
24.8285,38.9333,1533,35.4584;
12.6829,37.9297,1062,34.2193;
32.8818,38.3989,1844,35.2056;
9.95007,37.0149,779,32.9918;
46.698,38.6284,2545,35.6837;
38.7005,38.9996,2017,35.8018;
14.373,38.2475,971,35.2488;
6.71474,37.8492,606,34.612;
40.3781,38.6913,2075,35.3043;
2.47101,39.6667,313,34.0122;
8.30658,36.317,714,32.6116;
5.37429,39.2742,528,35.6668;
22.4699,37.895,1464,35.4609;
18.1544,39.2392,1214,34.5517;
31.2384,40.5339,1671,37.3375;
6.16799,37.8596,565,32.6882;
38.5095,38.6685,2086,34.0535;
16.829,39.6244,1109,35.556;
43.7123,37.8307,2245,34.4457;
23.8074,38.5048,1516,34.5504;
23.7321,36.392,1443,33.6667;
