0.0291207,42.519,22,33.9825;
0.0201961,2111.41,17,34.8351;
0.0539107,6182.57,26,47.448;
0.155225,6293.39,46,81.9535;
3.52938,51.6237,325,38.6176;
0.500186,49.9522,121,37.8273;
0.010097,2041.94,12,32.9006;
2.63846,51.7453,324,37.8373;
0.759428,49.8377,147,38.4182;
0.00629926,4062.95,8,36.9152;
0.0509025,59.412,31,42.2872;
0.0390794,2129.16,18,54.2408;
18.4667,47.4305,1340,37.7485;
0.0197741,8180.93,16,49.2806;
0.0993101,35.4244,52,31.5234;
0.115301,60.3854,43,47.5971;
0.00872521,47.8685,13,39.3496;
0.264636,57.3963,73,40.1573;
0.167055,43.346,60,33.2873;
0.05979,2047.87,33,36.9718;
0.155711,43.9008,57,34.7286;
0.00447869,14191.5,7,45.9961;
0.0429025,2063.97,31,52.6225;
0.0053784,2047.5,9,34.54;
0.00973043,18249.6,11,58.699;
0.00993651,6148.76,9,43.5381;
0.00775895,2170.03,10,42.4802;
0.012975,2075.09,14,40.7527;
50.7061,49.924,2615,38.1702;
0.0955863,2204.96,41,53.1688;
0.00828893,8121.47,8,35.8944;
0.0288616,4052.98,23,40.0506;
0.0136415,10267.6,8,61.1836;
0.0155937,10130,13,44.2821;
0.0667256,6039.48,37,30.823;
0.00856365,6122.03,10,39.5429;
0.128422,65.63,50,40.002;
0.00300251,6043.14,6,34.2452;
0.00175165,39.4509,4,33.5643;
0.00906362,8084.84,9,39.0023;
0.0321061,4142.06,18,53.8546;
0.0240658,154.656,19,61.5698;
0.00613222,14185.4,11,46.237;
