15.0514,37.966,1208,33.6686;
3.90327,40.3886,455,35.0829;
10.2055,38.3205,944,34.6674;
0.753971,39.8702,159,34.7519;
5.88272,49.5644,523,36.8565;
3.00199,49.2885,393,37.7143;
2.26303,42.0295,321,33.4945;
47.8071,50.0609,2781,37.8926;
3.46333,45.6967,406,35.868;
10.691,46.2962,947,36.243;
44.6465,41.9895,2435,38.5384;
22.7931,36.3315,1747,33.1813;
28.4936,45.3584,1824,36.8364;
2.4807,49.7581,338,37.539;
6.22145,33.824,657,30.1476;
45.7322,45.3068,2736,40.1005;
10.8038,40.54,920,34.8124;
1.97621,50.6603,285,35.4351;
0.409618,42.6258,112,32.5485;
0.545218,40.6657,134,33.6932;
0.295949,41.0561,97,33.3666;
20.4115,39.739,1511,34.9946;
24.0169,49.3383,1827,36.7603;
2.12688,42.6735,317,33.9478;
2.28466,44.2922,329,35.0461;
42.5673,46.9452,2360,36.0249;
38.8742,44.0582,2261,37.4057;
13.2268,49.5336,1218,36.9331;
50.7061,49.924,2615,38.1702;
25.2314,50.6921,1729,39.5977;
2.38082,42.6194,345,34.3352;
29.5165,41.4978,1889,35.3626;
24.8446,45.4317,1778,38.5238;
13.5119,38.2388,1053,34.5613;
39.1195,40.6881,2313,36.5565;
47.3055,41.0646,2450,37.4549;
0.551088,43.6733,139,32.6358;
3.90265,47.1552,492,36.5183;
0.0702963,37.668,41,32.3385;
1.01086,43.9005,191,36.4084;
38.3676,39.8283,2115,36.3514;
38.8273,43.3444,2564,33.8284;
7.68999,39.6306,735,32.9905;
