2.61257,37.3821,434,37.2445;
25.9679,36.0517,2318,35.7396;
3.14957,36.0728,553,36.0728;
16.1256,35.9798,1557,35.9798;
0.0271529,34.3781,30,34.3781;
6.71998,33.6458,799,33.6604;
0.15343,35.1352,66,35.1352;
18.0463,34.8707,1595,34.7863;
0.714722,34.1946,195,34.1946;
38.5003,34.0626,3169,34.6946;
1.28713,32.756,283,32.756;
16.3306,36.6792,1607,36.6962;
8.72499,34.7244,1054,34.7037;
13.4986,36.2082,1321,36.3667;
0.336852,35.208,102,35.208;
9.18409,32.433,532,32.433;
0.344303,31.7814,141,31.7814;
19.0767,34.3765,1824,34.3721;
0.0522454,35.4935,32,35.4935;
0.347906,33.1438,113,33.1438;
3.0687,33.2707,527,33.2707;
0.0769559,34.2587,52,34.2587;
9.4961,31.7824,891,31.7414;
0.593747,34.4156,174,34.4156;
21.5185,31.5464,1974,31.5464;
11.4519,34.3318,1353,34.3318;
39.7786,35.5933,3350,35.5635;
2.7698,35.5747,524,35.2299;
15.3312,32.3446,1415,32.1106;
0.331409,33.3961,126,32.9578;
1.59298,34.48,323,34.5917;
2.62362,34.438,485,34.438;
0.238718,35.1551,103,35.1551;
1.48697,33.4161,292,33.4161;
0.805904,33.0035,208,32.9454;
8.26928,34.8994,996,34.8994;
4.28961,35.315,677,35.3376;
2.12528,36.3077,382,36.4619;
1.66451,38.053,325,38.053;
4.00419,35.484,604,35.4834;
0.0295463,30.9032,32,30.9032;
4.23401,33.7399,640,33.7831;
19.9722,34.5837,1825,34.363;
4.60549,32.6787,645,32.7223;
0.149179,34.712,72,34.644;
13.9291,34.0309,1352,34.0309;
2.85108,36.4837,463,36.554;
