0.0513861,53.755,32,45.2973;
0.00260328,8041.92,7,34.5398;
0.204237,44.8228,67,35.9281;
5.31948,41.0557,556,36.865;
0.00612692,12081.3,8,35.2159;
0.0095889,6085.93,11,50.9611;
0.973432,43.0029,169,36.4153;
1.35149,46.7795,216,38.4408;
0.00663586,4072.86,7,45.7576;
0.00752421,4047.7,8,38.7954;
0.00260368,10068.3,7,41.9088;
1.18589,41.6212,213,35.8081;
0.235755,43.6647,74,34.3543;
8.87052,38.4216,767,35.3417;
0.00195246,10058.1,6,36.1333;
8.55624,38.6726,752,35.3017;
0.0200612,2049.63,13,38.337;
0.00462713,2066.61,6,48.374;
0.00911719,70.1258,10,39.2203;
0.0270866,2100.89,22,61.0749;
0.00315136,12118.6,8,43.1917;
0.00249463,6041.76,5,36.0337;
0.00991655,4056.72,7,39.8903;
0.935189,39.6636,189,33.9561;
0.0055883,4064.08,7,45.4111;
2.09133,44.8335,264,39.4749;
0.00214981,6042.87,5,37.2029;
0.00440943,75.5032,6,41.5275;
0.0196791,81.3413,17,46.3143;
14.9062,38.8647,1129,36.1468;
0.0226474,4036.91,21,32.7824;
0.00259191,4058.37,6,34.0833;
0.0628742,8045.59,33,36.9734;
3.94134,38.328,433,34.8013;
0.0259026,112.74,15,61.4987;
0.0167048,45.6231,16,40.2439;
0.0064511,4062.51,8,36.1565;
0.00373681,42.5616,8,34.4371;
1.45031,42.2153,214,35.7077;
0.0160589,47.3452,17,36.9211;
0.768902,41.9533,142,36.9627;
0.410127,45.9982,100,40.0881;
