0.0291207,42.519,22,33.9825;
0.0710778,41.7948,38,33.2582;
8.48121,40.6212,821,33.1892;
15.0514,37.966,1208,33.6686;

0.0201961,2111.41,17,34.8351;
0.0210763,2111.39,18,34.8274;
0.0473421,2111.37,27,34.8233;
0.164922,136.53,63,60.3185;
0.204673,83.2465,72,52.7547;
0.208916,69.8088,73,38.9575;
0.282723,69.4967,89,38.5528;
0.296884,60.6323,92,36.3923;
0.361797,50.2082,103,36.4;
0.713672,42.5154,150,36.6868;
0.750931,40.94,154,35.372;
1.8139,40.4956,270,35.2207;
3.90327,40.3886,455,35.0829;

0.0539107,6182.57,26,47.448;
0.099822,2091.93,45,39.6662;
0.107948,2090.21,47,40.5593;
0.124093,2089.21,51,40.6786;
0.243261,2069.5,80,37.2016;
0.275974,2065.11,85,39.3303;
0.307305,53.8522,91,39.0482;
0.543024,52.8267,129,38.6223;
0.584266,46.2063,134,35.4224;
0.919556,42.8868,183,36.6148;
3.55252,42.6843,437,36.4017;
4.29198,42.6541,499,36.3763;
4.70094,42.2258,536,35.9416;
5.32649,42.1701,585,35.8948;
7.76948,41.0228,770,35.5427;
10.2055,38.3205,944,34.6674;

0.155225,6293.39,46,81.9535;
0.161163,6289.75,47,80.1506;
0.222659,6256.68,60,71.2181;
0.239155,40.6258,63,35.2901;
0.244599,40.6064,66,35.2871;
0.246408,40.0929,67,34.7583;
0.437742,40.0697,105,34.7513;
0.753971,39.8702,159,34.7519;

3.52938,51.6237,325,38.6176;
3.68484,51.3758,345,38.3098;
3.73067,51.1219,350,38.107;
5.73271,49.6874,512,37.6441;
5.88272,49.5644,523,36.8565;

0.500186,49.9522,121,37.8273;
1.75307,49.9115,271,38.3491;
3.00199,49.2885,393,37.7143;

0.010097,2041.94,12,32.9006;
0.0257717,45.3244,20,35.105;
0.225708,45.0537,74,34.9803;
0.910328,43.8771,175,34.809;
2.26303,42.0295,321,33.4945;


2.63846,51.7453,324,37.8373;
2.68884,51.0827,328,37.6761;
2.83022,50.9799,339,37.5354;
2.85294,50.4491,342,37.3921;
3.88516,50.2538,423,37.1933;
47.8071,50.0609,2781,37.8926;

0.759428,49.8377,147,38.4182;
0.768651,49.2779,148,38.1649;
1.91444,48.977,279,38.1941;
3.46333,45.6967,406,35.868;

0.00629926,4062.95,8,36.9152;
0.0292656,158.907,19,53.3402;
0.0683885,132.291,36,49.4499;
0.0846825,82.8849,42,47.0736;
0.100266,80.8566,46,46.4087;
0.109316,57.9806,48,41.7066;
0.251207,46.7415,77,37.1819;
1.48133,46.7017,230,37.0874;
1.84206,46.3336,272,36.8125;
1.90219,46.3263,280,36.7749;
10.691,46.2962,947,36.243;


0.0509025,59.412,31,42.2872;
0.286916,59.398,97,42.2758;
0.297729,59.359,100,42.2391;
0.443409,58.1626,126,41.0095;
1.38986,47.26,251,34.2267;
2.42374,45.6573,349,36.2604;
7.13943,45.0949,678,36.2202;
7.63002,43.0797,711,35.0654;
